Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H,Cars Prices,Fuel Types,Seats,Torque,Engine Size Clean,Engine Size Category,Horsepower (HP) Clean,Power Category,Price (in USD),Seats Clean,Efficiency Category,Price per HP,Price per Seat,Price per Engine Size,Price per Efficiency,Brand Type,Price per Brand Type HP,Price per Brand Type Engine Size
Porsche,Cayenne E-Hybrid,3.0L V6 + Electric Motor,2995 cc,455 hp,253 km/h,4.8,"$91,000 ",Hybrid,5,700 Nm,2995.0,Extra Large,455,Very High Power,91000.0,5,Alta,200.0,18200.0,30.38397328881469,30333.333333333332,Luxury,66.66666666666667,10.127991096271563
Porsche,Cayenne S Coupe,2.9L Twin-Turbo V6,2894 cc,434 hp,263 km/h,4.7,"$94,300 ",Petrol,4,550 Nm,2894.0,Extra Large,434,Very High Power,94300.0,4,Media,217.2811059907834,23575.0,32.58465791292329,47150.0,Luxury,72.42703533026113,10.861552637641097
Porsche,Cayenne Turbo GT,4.0L Twin-Turbo V8,3996 cc,631 hp,300 km/h,3.3,"$182,150 ",Petrol,4,850 Nm,3996.0,Extra Large,631,Very High Power,182150.0,4,Alta,288.6687797147385,45537.5,45.58308308308308,60716.666666666664,Luxury,96.2229265715795,15.194361027694361
Porsche,Cayenne Platinum Edition,3.0L Turbocharged V6,2995 cc,335 hp,245 km/h,5.8,"$79,000 ",Petrol,5,450 Nm,2995.0,Extra Large,335,Very High Power,79000.0,5,Media,235.82089552238807,15800.0,26.37729549248748,39500.0,Luxury,78.60696517412936,8.792431830829159
Porsche,Cayenne Turbo S E-Hybrid Coupe,4.0L Twin-Turbo V8 + Electric Motor,3996 cc,670 hp,295 km/h,3.6,"$167,800 ",Hybrid,4,900 Nm,3996.0,Extra Large,670,Very High Power,167800.0,4,Alta,250.44776119402985,41950.0,41.991991991991995,55933.333333333336,Luxury,83.48258706467662,13.99733066399733
Porsche,Cayenne GTS Coupe,4.0L Twin-Turbo V8,3996 cc,453 hp,270 km/h,4.5,"$111,200 ",Petrol,4,620 Nm,3996.0,Extra Large,453,Very High Power,111200.0,4,Media,245.4746136865342,27800.0,27.82782782782783,55600.0,Luxury,81.82487122884474,9.275942609275942
Porsche,Cayenne Diesel (Regional Markets),3.0L Turbo Diesel V6,2967 cc,262 hp,221 km/h,7.3,"$69,000 ",Diesel,5,580 Nm,2967.0,Extra Large,262,High Power,69000.0,5,Media,263.3587786259542,13800.0,23.25581395348837,34500.0,Luxury,87.78625954198473,7.751937984496124
Porsche,Cayenne S Hybrid,3.0L V6 + Electric Motor,2995 cc,380 hp,242 km/h,6.5,"$85,500 ",Hybrid,5,580 Nm,2995.0,Extra Large,380,Very High Power,85500.0,5,Media,225.0,17100.0,28.547579298831387,42750.0,Luxury,75.0,9.515859766277128
Porsche,Cayenne Coupe Turbo E-Hybrid,4.0L Twin-Turbo V8 + Electric Motor,3996 cc,728 hp,295 km/h,3.6,"$182,900 ",Hybrid,4,950 Nm,3996.0,Extra Large,728,Very High Power,182900.0,4,Alta,251.23626373626374,45725.0,45.770770770770774,60966.666666666664,Luxury,83.74542124542124,15.256923590256923
Porsche,Taycan Base,Dual Electric Motors,79.2 kWh,321 hp,230 km/h,5.4,"$86,700 ",Electric,4,345 Nm,79.2,Small,321,Very High Power,86700.0,4,Alta,270.0934579439252,21675.0,1094.6969696969697,28900.0,Luxury,90.03115264797508,364.89898989898984
Porsche,Taycan Cross Turismo 4,Dual Electric Motors,93.4 kWh,375 hp,240 km/h,5.1 sec,"$94,800 ",Electric,4,500 Nm,93.4,Small,375,Very High Power,94800.0,4,Alta,252.8,23700.0,1014.9892933618843,31600.0,Luxury,84.26666666666667,338.3297644539614
Porsche,Taycan Cross Turismo GTS,Dual Electric Motors,93.4 kWh,590 hp,250 km/h,3.8 sec,"$139,400 ",Electric,4,620 Nm,93.4,Small,590,Very High Power,139400.0,4,Alta,236.27118644067798,34850.0,1492.5053533190578,46466.666666666664,Luxury,78.75706214689265,497.5017844396859
Porsche,Taycan Sport Turismo Base,Dual Electric Motors,79.2 kWh,375 hp,230 km/h,5.4 sec,"$90,500 ",Electric,4,500 Nm,79.2,Small,375,Very High Power,90500.0,4,Alta,241.33333333333334,22625.0,1142.6767676767677,30166.666666666668,Luxury,80.44444444444444,380.89225589225583
Porsche,Taycan Sport Turismo GTS,Dual Electric Motors,93.4 kWh,590 hp,250 km/h,3.7 sec,"$136,700 ",Electric,4,620 Nm,93.4,Small,590,Very High Power,136700.0,4,Alta,231.6949152542373,34175.0,1463.5974304068523,45566.666666666664,Luxury,77.2316384180791,487.8658101356173
Porsche,Taycan Turbo S Cross Turismo,Dual Electric Motors,93.4 kWh,750 hp,260 km/h,2.9 sec,"$190,000 ",Electric,4,1050 Nm,93.4,Small,750,Very High Power,190000.0,4,Alta,253.33333333333334,47500.0,2034.2612419700213,63333.333333333336,Luxury,84.44444444444444,678.0870806566737
Porsche,911 Carrera Base,3.0L Twin-Turbo Flat-6,2981 cc,379 hp,293 km/h,4.2 sec,"$106,100 ",Petrol,4,450 Nm,2981.0,Extra Large,379,Very High Power,106100.0,4,Media,279.9472295514512,26525.0,35.592083193559205,53050.0,Luxury,93.31574318381706,11.864027731186402
Porsche,911 Carrera S Cabriolet,3.0L Twin-Turbo Flat-6,2981 cc,443 hp,304 km/h,3.9 sec,"$129,900 ",Petrol,4,530 Nm,2981.0,Extra Large,443,Very High Power,129900.0,4,Media,293.2279909706546,32475.0,43.5759812143576,64950.0,Luxury,97.74266365688487,14.525327071452534
Porsche,911 Carrera 4,3.0L Twin-Turbo Flat-6,2981 cc,379 hp,293 km/h,4.4 sec,"$113,300 ",Petrol,4,450 Nm,2981.0,Extra Large,379,Very High Power,113300.0,4,Media,298.94459102902374,28325.0,38.00738007380074,56650.0,Luxury,99.64819700967458,12.669126691266912
Porsche,911 Carrera 4 GTS,3.0L Twin-Turbo Flat-6,2981 cc,473 hp,311 km/h,3.3 sec,"$137,000 ",Petrol,4,570 Nm,2981.0,Extra Large,473,Very High Power,137000.0,4,Alta,289.64059196617336,34250.0,45.95773230459577,45666.666666666664,Luxury,96.54686398872445,15.319244101531924
Porsche,911 Targa 4 GTS,3.0L Twin-Turbo Flat-6,2981 cc,473 hp,307 km/h,3.5 sec,"$157,300 ",Petrol,4,570 Nm,2981.0,Extra Large,473,Very High Power,157300.0,4,Alta,332.5581395348837,39325.0,52.76752767527675,52433.333333333336,Luxury,110.85271317829458,17.589175891758916
Porsche,911 Turbo Cabriolet,3.8L Twin-Turbo Flat-6,3745 cc,572 hp,320 km/h,2.9 sec,"$184,100 ",Petrol,4,750 Nm,3745.0,Extra Large,572,Very High Power,184100.0,4,Alta,321.8531468531468,46025.0,49.1588785046729,61366.666666666664,Luxury,107.28438228438229,16.386292834890966
Porsche,911 Turbo S Coupe,3.8L Twin-Turbo Flat-6,3745 cc,640 hp,330 km/h,2.7 sec,"$207,000 ",Petrol,4,800 Nm,3745.0,Extra Large,640,Very High Power,207000.0,4,Alta,323.4375,51750.0,55.27369826435247,69000.0,Luxury,107.8125,18.42456608811749
Porsche,911 GT3 Touring,4.0L Naturally Aspirated Flat-6,3996 cc,502 hp,318 km/h,3.9 sec,"$170,000 ",Petrol,2,470 Nm,3996.0,Extra Large,502,Very High Power,170000.0,2,Media,338.64541832669323,85000.0,42.54254254254254,85000.0,Luxury,112.88180610889775,14.180847514180847
Porsche,911 GT3 RS Clubsport,4.0L Naturally Aspirated Flat-6,3996 cc,525 hp,296 km/h,3.2 sec,"$223,800 ",Petrol,2,465 Nm,3996.0,Extra Large,525,Very High Power,223800.0,2,Media,426.2857142857143,111900.0,56.006006006006004,111900.0,Luxury,142.0952380952381,18.66866866866867
Porsche,911 Dakar Limited Edition,3.0L Twin-Turbo Flat-6,2981 cc,473 hp,240 km/h,3.4 sec,"$222,000 ",Petrol,4,570 Nm,2981.0,Extra Large,473,Very High Power,222000.0,4,Alta,469.3446088794926,55500.0,74.47165380744717,74000.0,Luxury,156.44820295983087,24.823884602482387
Porsche,911 Carrera GTS Lightweight,3.0L Twin-Turbo Flat-6,2981 cc,473 hp,311 km/h,3.2 sec,"$145,300 ",Petrol,4,570 Nm,2981.0,Extra Large,473,Very High Power,145300.0,4,Alta,307.1881606765328,36325.0,48.742032874874205,48433.333333333336,Luxury,102.39605355884426,16.247344291624735
Porsche,911 Targa 4 Lightweight,3.0L Twin-Turbo Flat-6,2981 cc,379 hp,289 km/h,4.3 sec,"$135,500 ",Petrol,4,450 Nm,2981.0,Extra Large,379,Very High Power,135500.0,4,Media,357.5197889182058,33875.0,45.45454545454545,67750.0,Luxury,119.17326297273527,15.151515151515152
Porsche,911 Turbo Exclusive Series,3.8L Twin-Turbo Flat-6,3745 cc,607 hp,330 km/h,2.9 sec,"$258,000 ",Petrol,4,750 Nm,3745.0,Extra Large,607,Very High Power,258000.0,4,Alta,425.04118616144973,64500.0,68.89185580774365,86000.0,Luxury,141.68039538714993,22.96395193591455
Porsche,911 GT2 RS,3.8L Twin-Turbo Flat-6,3745 cc,700 hp,340 km/h,2.8 sec,"$293,200 ",Petrol,2,750 Nm,3745.0,Extra Large,700,Very High Power,293200.0,2,Alta,418.85714285714283,146600.0,78.29105473965286,97733.33333333333,Luxury,139.61904761904762,26.097018246550956
Porsche,911 GT3 Cup,4.0L Naturally Aspirated Flat-6,3996 cc,510 hp,290 km/h,3.4 sec,"$245,000 ",Petrol,1,470 Nm,3996.0,Extra Large,510,Very High Power,245000.0,1,Media,480.3921568627451,245000.0,61.311311311311314,122500.0,Luxury,160.13071895424838,20.437103770437105
Porsche,911 GT4 RS,4.0L Naturally Aspirated Flat-6,3996 cc,500 hp,315 km/h,3.4 sec,"$222,000 ",Petrol,2,450 Nm,3996.0,Extra Large,500,Very High Power,222000.0,2,Media,444.0,111000.0,55.55555555555556,111000.0,Luxury,148.0,18.51851851851852
Porsche,911 RSR (Motorsport Edition),4.2L Naturally Aspirated Flat-6,4194 cc,515 hp,296 km/h,3.1 sec,"$750,000 ",Petrol,1,480 Nm,4194.0,Extra Large,515,Very High Power,750000.0,1,Media,1456.3106796116506,750000.0,178.826895565093,375000.0,Luxury,485.43689320388347,59.60896518836433
Porsche,911 Sport Turismo,3.0L Twin-Turbo Flat-6,2981 cc,379 hp,293 km/h,4.4 sec,"$116,000 ",Petrol,4,450 Nm,2981.0,Extra Large,379,Very High Power,116000.0,4,Media,306.06860158311343,29000.0,38.91311640389131,58000.0,Luxury,102.02286719437116,12.971038801297103
Porsche,911 Turbo Cabriolet Lightweight,3.8L Twin-Turbo Flat-6,3745 cc,572 hp,318 km/h,3.0 sec,"$191,300 ",Petrol,4,750 Nm,3745.0,Extra Large,572,Very High Power,191300.0,4,Alta,334.44055944055947,47825.0,51.08144192256342,63766.666666666664,Luxury,111.48018648018648,17.02714730752114
Porsche,911 Dakar Sport,3.0L Twin-Turbo Flat-6,2981 cc,473 hp,240 km/h,3.5 sec,"$233,000 ",Petrol,4,570 Nm,2981.0,Extra Large,473,Very High Power,233000.0,4,Alta,492.600422832981,58250.0,78.16169070781616,77666.66666666667,Luxury,164.200140944327,26.05389690260539
Chevrolet,Spark,1.4L Inline-4 Gasoline,1400 cc,98 hp,180 km/h,10.7 sec,"$14,595 ",Petrol,5,127 Nm,1400.0,Medium,98,Low Power,14595.0,5,Media,148.92857142857142,2919.0,10.425,7297.5,Mainstream,148.92857142857142,10.425
Chevrolet,Sonic,1.4L Turbo Inline-4 Gasoline,1400 cc,138 hp,190 km/h,8.5 sec,"$16,720 ",Petrol,5,200 Nm,1400.0,Medium,138,Medium Power,16720.0,5,Media,121.15942028985508,3344.0,11.942857142857143,8360.0,Mainstream,121.15942028985508,11.942857142857143
Chevrolet,Malibu,1.5L Turbo Inline-4 Gasoline,1500 cc,160 hp,210 km/h,8.0 sec,"$25,000 ",Petrol,5,250 Nm,1500.0,Medium,160,Medium Power,25000.0,5,Media,156.25,5000.0,16.666666666666668,12500.0,Mainstream,156.25,16.666666666666668
Chevrolet,Camaro,2.0L Turbo Inline-4 Gasoline,2000 cc,275 hp,240 km/h,5.4 sec,"$26,400 ",Petrol,4,400 Nm,2000.0,Large,275,High Power,26400.0,4,Media,96.0,6600.0,13.2,13200.0,Mainstream,96.0,13.2
Chevrolet,Corvette,6.2L V8 Gasoline,6200 cc,495 hp,312 km/h,3.0 sec,"$65,895 ",Petrol,2,637 Nm,6200.0,Extra Large,495,Very High Power,65895.0,2,Media,133.12121212121212,32947.5,10.628225806451614,32947.5,Mainstream,133.12121212121212,10.628225806451614
Chevrolet,Traverse,3.6L V6 Gasoline,3600 cc,310 hp,210 km/h,7.0 sec,"$35,915 ",Petrol,7,360 Nm,3600.0,Extra Large,310,Very High Power,35915.0,7,Media,115.85483870967742,5130.714285714285,9.97638888888889,17957.5,Mainstream,115.85483870967742,9.97638888888889
Chevrolet,Equinox,1.5L Turbo Inline-4 Gasoline,1500 cc,170 hp,200 km/h,8.9 sec,"$26,600 ",Petrol,5,275 Nm,1500.0,Medium,170,Medium Power,26600.0,5,Media,156.47058823529412,5320.0,17.733333333333334,13300.0,Mainstream,156.47058823529412,17.733333333333334
Chevrolet,Blazer,3.6L V6 Gasoline,3600 cc,308 hp,220 km/h,6.6 sec,"$44,000 ",Petrol,5,366 Nm,3600.0,Extra Large,308,Very High Power,44000.0,5,Media,142.85714285714286,8800.0,12.222222222222221,22000.0,Mainstream,142.85714285714286,12.222222222222221
Chevrolet,Tahoe,5.3L V8 Gasoline,5300 cc,355 hp,200 km/h,7.5 sec,"$56,995 ",Petrol,7,519 Nm,5300.0,Extra Large,355,Very High Power,56995.0,7,Media,160.54929577464787,8142.142857142857,10.75377358490566,28497.5,Mainstream,160.54929577464787,10.75377358490566
Chevrolet,Suburban,5.3L V8 Gasoline,5300 cc,355 hp,190 km/h,7.6 sec,"$59,900 ",Petrol,8,519 Nm,5300.0,Extra Large,355,Very High Power,59900.0,8,Media,168.73239436619718,7487.5,11.30188679245283,29950.0,Mainstream,168.73239436619718,11.30188679245283
Chevrolet,Colorado,2.7L Turbo Inline-4 Gasoline,2700 cc,310 hp,190 km/h,6.8 sec,"$30,695 ",Petrol,5,583 Nm,2700.0,Extra Large,310,Very High Power,30695.0,5,Media,99.01612903225806,6139.0,11.368518518518519,15347.5,Mainstream,99.01612903225806,11.368518518518519
Chevrolet,Silverado 1500,5.3L V8 Gasoline,5300 cc,355 hp,180 km/h,7.0 sec,"$42,795 ",Petrol,6,519 Nm,5300.0,Extra Large,355,Very High Power,42795.0,6,Media,120.54929577464789,7132.5,8.074528301886792,21397.5,Mainstream,120.54929577464789,8.074528301886792
Chevrolet,Silverado 2500HD,6.6L V8 Gasoline,6600 cc,401 hp,170 km/h,8.0 sec,"$41,500 ",Petrol,6,629 Nm,6600.0,Extra Large,401,Very High Power,41500.0,6,Media,103.49127182044887,6916.666666666667,6.287878787878788,20750.0,Mainstream,103.49127182044887,6.287878787878788
Chevrolet,Silverado 3500HD,6.6L V8 Diesel,6600 cc,445 hp,160 km/h,8.5 sec,"$45,500 ",Diesel,6,1234 Nm,6600.0,Extra Large,445,Very High Power,45500.0,6,Media,102.24719101123596,7583.333333333333,6.893939393939394,22750.0,Mainstream,102.24719101123596,6.893939393939394
Chevrolet,Bolt EV,Single Electric Motor,66 kWh,200 hp,150 km/h,6.5 sec,"$27,495 ",Electric,5,360 Nm,66.0,Small,200,High Power,27495.0,5,Alta,137.475,5499.0,416.59090909090907,9165.0,Mainstream,137.475,416.59090909090907
Chevrolet,Bolt EUV,Single Electric Motor,66 kWh,200 hp,150 km/h,7.0 sec,"$28,795 ",Electric,5,360 Nm,66.0,Small,200,High Power,28795.0,5,Alta,143.975,5759.0,436.2878787878788,9598.333333333334,Mainstream,143.975,436.2878787878788
Chevrolet,Trailblazer,1.3L Turbo Inline-3 Gasoline,1300 cc,155 hp,200 km/h,9.4 sec,"$23,100 ",Petrol,5,236 Nm,1300.0,Medium,155,Medium Power,23100.0,5,Media,149.03225806451613,4620.0,17.76923076923077,11550.0,Mainstream,149.03225806451613,17.76923076923077
Chevrolet,Malibu Premier,2.0L Turbo Inline-4 Gasoline,2000 cc,250 hp,240 km/h,5.8 sec,"$33,500 ",Petrol,5,353 Nm,2000.0,Large,250,High Power,33500.0,5,Media,134.0,6700.0,16.75,16750.0,Mainstream,134.0,16.75
Chevrolet,Camaro ZL1,6.2L Supercharged V8 Gasoline,6200 cc,650 hp,318 km/h,3.5 sec,"$67,300 ",Petrol,4,881 Nm,6200.0,Extra Large,650,Very High Power,67300.0,4,Media,103.53846153846153,16825.0,10.85483870967742,33650.0,Mainstream,103.53846153846153,10.85483870967742
Chevrolet,Corvette Stingray,6.2L V8 Gasoline,6200 cc,495 hp,312 km/h,3.0 sec,"$65,895 ",Petrol,2,637 Nm,6200.0,Extra Large,495,Very High Power,65895.0,2,Media,133.12121212121212,32947.5,10.628225806451614,32947.5,Mainstream,133.12121212121212,10.628225806451614
Chevrolet,Silverado 1500 High Country,5.3L V8 Gasoline,5300 cc,355 hp,180 km/h,7.0 sec,"$61,595 ",Petrol,6,519 Nm,5300.0,Extra Large,355,Very High Power,61595.0,6,Media,173.50704225352112,10265.833333333334,11.621698113207547,30797.5,Mainstream,173.50704225352112,11.621698113207547
Chevrolet,Silverado 1500 Trail Boss,5.3L V8 Gasoline,5300 cc,355 hp,180 km/h,7.0 sec,"$55,895 ",Petrol,6,519 Nm,5300.0,Extra Large,355,Very High Power,55895.0,6,Media,157.45070422535213,9315.833333333334,10.54622641509434,27947.5,Mainstream,157.45070422535213,10.54622641509434
Chevrolet,Silverado 1500 RST,5.3L V8 Gasoline,5300 cc,355 hp,180 km/h,7.1 sec,"$50,895 ",Petrol,6,519 Nm,5300.0,Extra Large,355,Very High Power,50895.0,6,Media,143.3661971830986,8482.5,9.602830188679246,25447.5,Mainstream,143.3661971830986,9.602830188679246
Chevrolet,Colorado ZR2,2.8L Turbo Diesel I4,2800 cc,181 hp,160 km/h,9.1 sec,"$48,295 ",Diesel,5,500 Nm,2800.0,Extra Large,181,Medium Power,48295.0,5,Media,266.8232044198895,9659.0,17.248214285714287,24147.5,Mainstream,266.8232044198895,17.248214285714287
Chevrolet,Traverse Premier,3.6L V6 Gasoline,3600 cc,310 hp,210 km/h,7.0 sec,"$46,600 ",Petrol,7,360 Nm,3600.0,Extra Large,310,Very High Power,46600.0,7,Media,150.32258064516128,6657.142857142857,12.944444444444445,23300.0,Mainstream,150.32258064516128,12.944444444444445
Chevrolet,Equinox Premier,1.5L Turbo Inline-4 Gasoline,1500 cc,170 hp,200 km/h,8.8 sec,"$33,400 ",Petrol,5,275 Nm,1500.0,Medium,170,Medium Power,33400.0,5,Media,196.47058823529412,6680.0,22.266666666666666,16700.0,Mainstream,196.47058823529412,22.266666666666666
Chevrolet,Blazer RS,3.6L V6 Gasoline,3600 cc,308 hp,220 km/h,6.6 sec,"$48,900 ",Petrol,5,366 Nm,3600.0,Extra Large,308,Very High Power,48900.0,5,Media,158.76623376623377,9780.0,13.583333333333334,24450.0,Mainstream,158.76623376623377,13.583333333333334
Chevrolet,Bolt EV 2LT,Single Electric Motor,66 kWh,200 hp,150 km/h,6.7 sec,"$28,795 ",Electric,5,360 Nm,66.0,Small,200,High Power,28795.0,5,Alta,143.975,5759.0,436.2878787878788,9598.333333333334,Mainstream,143.975,436.2878787878788
Chevrolet,Camaro SS,6.2L V8 Gasoline,6200 cc,455 hp,290 km/h,4.3 sec,"$43,500 ",Petrol,4,617 Nm,6200.0,Extra Large,455,Very High Power,43500.0,4,Media,95.6043956043956,10875.0,7.016129032258065,21750.0,Mainstream,95.6043956043956,7.016129032258065
Chevrolet,Corvette Grand Sport,6.2L V8 Gasoline,6200 cc,460 hp,290 km/h,3.9 sec,"$65,900 ",Petrol,2,630 Nm,6200.0,Extra Large,460,Very High Power,65900.0,2,Media,143.2608695652174,32950.0,10.629032258064516,32950.0,Mainstream,143.2608695652174,10.629032258064516
Chevrolet,Traverse RS,3.6L V6 Gasoline,3600 cc,310 hp,210 km/h,7.0 sec,"$43,700 ",Petrol,7,360 Nm,3600.0,Extra Large,310,Very High Power,43700.0,7,Media,140.96774193548387,6242.857142857143,12.13888888888889,21850.0,Mainstream,140.96774193548387,12.13888888888889
Chevrolet,Blazer Premier,3.6L V6 Gasoline,3600 cc,308 hp,220 km/h,6.6 sec,"$45,000 ",Petrol,5,366 Nm,3600.0,Extra Large,308,Very High Power,45000.0,5,Media,146.1038961038961,9000.0,12.5,22500.0,Mainstream,146.1038961038961,12.5
Chevrolet,Malibu LT,1.5L Turbo Inline-4 Gasoline,1500 cc,160 hp,210 km/h,8.5 sec,"$25,800 ",Petrol,5,250 Nm,1500.0,Medium,160,Medium Power,25800.0,5,Media,161.25,5160.0,17.2,12900.0,Mainstream,161.25,17.2
Chevrolet,Spark Activ,1.4L Inline-4 Gasoline,1400 cc,98 hp,180 km/h,11.0 sec,"$17,595 ",Petrol,5,127 Nm,1400.0,Medium,98,Low Power,17595.0,5,Media,179.5408163265306,3519.0,12.567857142857143,8797.5,Mainstream,179.5408163265306,12.567857142857143
Chevrolet,Trax LT,1.2L Turbo Inline-3 Gasoline,1200 cc,137 hp,200 km/h,9.2 sec,"$24,100 ",Petrol,5,220 Nm,1200.0,Medium,137,Medium Power,24100.0,5,Media,175.91240875912408,4820.0,20.083333333333332,12050.0,Mainstream,175.91240875912408,20.083333333333332
Chevrolet,Equinox LT,1.5L Turbo Inline-4 Gasoline,1500 cc,170 hp,200 km/h,8.9 sec,"$28,400 ",Petrol,5,275 Nm,1500.0,Medium,170,Medium Power,28400.0,5,Media,167.05882352941177,5680.0,18.933333333333334,14200.0,Mainstream,167.05882352941177,18.933333333333334
Chevrolet,Silverado 3500HD High Country,6.6L V8 Diesel,6600 cc,445 hp,160 km/h,8.5 sec,"$75,700 ",Diesel,6,1234 Nm,6600.0,Extra Large,445,Very High Power,75700.0,6,Media,170.1123595505618,12616.666666666666,11.469696969696969,37850.0,Mainstream,170.1123595505618,11.469696969696969
Chevrolet,Colorado WT,2.7L Turbo Inline-4 Gasoline,2700 cc,310 hp,190 km/h,6.9 sec,"$29,200 ",Petrol,5,583 Nm,2700.0,Extra Large,310,Very High Power,29200.0,5,Media,94.19354838709677,5840.0,10.814814814814815,14600.0,Mainstream,94.19354838709677,10.814814814814815
Chevrolet,Suburban High Country,6.2L V8 Gasoline,6200 cc,420 hp,200 km/h,7.0 sec,"$82,400 ",Petrol,8,624 Nm,6200.0,Extra Large,420,Very High Power,82400.0,8,Media,196.1904761904762,10300.0,13.290322580645162,41200.0,Mainstream,196.1904761904762,13.290322580645162
Chevrolet,Silverado Custom,4.3L V6 Gasoline,4300 cc,285 hp,180 km/h,8.5 sec,"$33,900 ",Petrol,6,413 Nm,4300.0,Extra Large,285,High Power,33900.0,6,Media,118.94736842105263,5650.0,7.883720930232558,16950.0,Mainstream,118.94736842105263,7.883720930232558
Chevrolet,Spark LS,1.4L Inline-4 Gasoline,1400 cc,98 hp,180 km/h,10.9 sec,"$14,395 ",Petrol,5,127 Nm,1400.0,Medium,98,Low Power,14395.0,5,Media,146.8877551020408,2879.0,10.282142857142857,7197.5,Mainstream,146.8877551020408,10.282142857142857
Chevrolet,Traverse LT,3.6L V6 Gasoline,3600 cc,310 hp,210 km/h,7.1 sec,"$37,200 ",Petrol,7,360 Nm,3600.0,Extra Large,310,Very High Power,37200.0,7,Media,120.0,5314.285714285715,10.333333333333334,18600.0,Mainstream,120.0,10.333333333333334
Chevrolet,Blazer LT,2.5L Inline-4 Gasoline,2500 cc,193 hp,200 km/h,9.0 sec,"$36,100 ",Petrol,5,255 Nm,2500.0,Extra Large,193,Medium Power,36100.0,5,Media,187.04663212435233,7220.0,14.44,18050.0,Mainstream,187.04663212435233,14.44
Chevrolet,Malibu Premier,2.0L Turbo Inline-4 Gasoline,2000 cc,250 hp,240 km/h,5.8 sec,"$34,500 ",Petrol,5,353 Nm,2000.0,Large,250,High Power,34500.0,5,Media,138.0,6900.0,17.25,17250.0,Mainstream,138.0,17.25
Chevrolet,Equinox RS,1.5L Turbo Inline-4 Gasoline,1500 cc,170 hp,200 km/h,8.8 sec,"$31,900 ",Petrol,5,275 Nm,1500.0,Medium,170,Medium Power,31900.0,5,Media,187.64705882352942,6380.0,21.266666666666666,15950.0,Mainstream,187.64705882352942,21.266666666666666
Chevrolet,Silverado 1500 Custom,4.3L V6 Gasoline,4300 cc,285 hp,180 km/h,8.6 sec,"$34,900 ",Petrol,6,413 Nm,4300.0,Extra Large,285,High Power,34900.0,6,Media,122.45614035087719,5816.666666666667,8.116279069767442,17450.0,Mainstream,122.45614035087719,8.116279069767442
Chevrolet,Silverado 2500HD LTZ,6.6L V8 Diesel,6600 cc,445 hp,160 km/h,8.4 sec,"$56,400 ",Diesel,6,1234 Nm,6600.0,Extra Large,445,Very High Power,56400.0,6,Media,126.74157303370787,9400.0,8.545454545454545,28200.0,Mainstream,126.74157303370787,8.545454545454545
Chevrolet,Tahoe RST,5.3L V8 Gasoline,5300 cc,355 hp,180 km/h,7.4 sec,"$64,100 ",Petrol,7,519 Nm,5300.0,Extra Large,355,Very High Power,64100.0,7,Media,180.56338028169014,9157.142857142857,12.09433962264151,32050.0,Mainstream,180.56338028169014,12.09433962264151
Chevrolet,Suburban LT,5.3L V8 Gasoline,5300 cc,355 hp,180 km/h,5.1 sec,"$64,400 ",Petrol,8,519 Nm,5300.0,Extra Large,355,Very High Power,64400.0,8,Media,181.40845070422534,8050.0,12.150943396226415,32200.0,Mainstream,181.40845070422534,12.150943396226415
Chevrolet,Bolt EV Premier,Single Electric Motor,66 kWh,200 hp,150 km/h,6.5 sec,"$31,700 ",Electric,5,360 Nm,66.0,Small,200,High Power,31700.0,5,Alta,158.5,6340.0,480.3030303030303,10566.666666666666,Mainstream,158.5,480.3030303030303
Chevrolet,Tahoe LS,5.3L V8 Gasoline,5300 cc,355 hp,180 km/h,7.5 sec,"$56,995 ",Petrol,8,519 Nm,5300.0,Extra Large,355,Very High Power,56995.0,8,Media,160.54929577464787,7124.375,10.75377358490566,28497.5,Mainstream,160.54929577464787,10.75377358490566
Chevrolet,Tahoe LT,5.3L V8 Gasoline,5300 cc,355 hp,180 km/h,7.4 sec,"$62,495 ",Petrol,8,519 Nm,5300.0,Extra Large,355,Very High Power,62495.0,8,Media,176.04225352112675,7811.875,11.791509433962265,31247.5,Mainstream,176.04225352112675,11.791509433962265
Chevrolet,Tahoe RST,5.3L V8 Gasoline,5300 cc,355 hp,180 km/h,7.4 sec,"$64,100 ",Petrol,7,519 Nm,5300.0,Extra Large,355,Very High Power,64100.0,7,Media,180.56338028169014,9157.142857142857,12.09433962264151,32050.0,Mainstream,180.56338028169014,12.09433962264151
Chevrolet,Tahoe Z71,5.3L V8 Gasoline,5300 cc,355 hp,180 km/h,7.6 sec,"$66,700 ",Petrol,7,519 Nm,5300.0,Extra Large,355,Very High Power,66700.0,7,Media,187.88732394366198,9528.57142857143,12.584905660377359,33350.0,Mainstream,187.88732394366198,12.584905660377359
Chevrolet,Tahoe Premier,6.2L V8 Gasoline,6200 cc,420 hp,200 km/h,6.8 sec,"$71,600 ",Petrol,7,624 Nm,6200.0,Extra Large,420,Very High Power,71600.0,7,Media,170.47619047619048,10228.57142857143,11.548387096774194,35800.0,Mainstream,170.47619047619048,11.548387096774194
Chevrolet,Tahoe High Country,6.2L V8 Gasoline,6200 cc,420 hp,200 km/h,6.7 sec,"$76,700 ",Petrol,7,624 Nm,6200.0,Extra Large,420,Very High Power,76700.0,7,Media,182.61904761904762,10957.142857142857,12.370967741935484,38350.0,Mainstream,182.61904761904762,12.370967741935484
